,Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
165,DavidMB,5,5,5,5,45386,"In a word: fantastic. The service was friendly, polite, and efficient. The ambiance was lovely, although as noted on the noise level question, there were numerous, ummm, lively conversations throughout the restaurant. The food, however, was the highlight and was absolutely delicious. I ordered the Anatra Arosto Alle Ciliege (dry-aged duck) medium and the cook was spot-on. My fiancée ordered the fish special, which in this case was lightly battered halibut, and said that hers was perfect as well. They also surprised us with a congratulatory dessert in celebration of our upcoming nuptials. 

Carmine's is not inexpensive, but it is worth every penny."
166,JeanneB,5,5,5,5,45380,Wonderful meal with delightful service. Makes any meal feel  like a celebration
167,OpenTable Diner,5,5,5,5,45380,Legacy family restaurant continues to impress. Our waiter Matthew was outstanding. Food and bev spot on as usual.
168,Foodie168,5,5,5,5,45379,Delicious halibut special and filet mignon was excellent too. Appreciate Carmine’s takes into account my gluten free and low carb needs. My filet mignon came with extra veggies instead of risotto or pasta like I asked for. Thanks.
169,OpenTable Diner,5,5,5,5,45375,"Carmine’s never disappoints! Impeccable service, outstanding cocktails, and delicious food. Every time."
170,OpenTable Diner,3,5,2,4,45374,"We went to celebrate my daughter’s birthday. We were a group of 5 with an 8 pm reservation. While the food was incredible, our server couldn’t have been more snide and inattentive. He greeted us, asked about drinks and walked away before we could order because my daughter asked about mocktails. He came back about 20 minutes later and we ordered drinks, a bottle of wine and appetizers. Our appetizers were delivered before our wine was opened. He just left the unopened bottle of wine on the table. We were nearly 50 minutes into our reservation time before the wine was opened and served.

I’ve never spent $600 on a dinner to be treated so poorly. The consensus across the board was excellent food (except the crab risotto which was fishy),beautiful and festive atmosphere, but not worth being treated like we’re beneath another person.

Edit: The owners from Carmine contacted me this morning. They could not have been more apologetic about our experience, and we had a wonderful conversation. While it’s disappointing to have a bad experience, I really appreciate the way they handled it and we would return again."
171,LauraK,3,3,4,4,45373,"We tried the vongole and the rib eye/risotto special. The food was good, but it was too salty for my taste. I even requested less salt, but it was still too much."
172,OpenTable Diner,5,5,5,5,45372,What a gem in the heart of Bellevue. Old fashioned charm and classic elevated Itallian.
173,Travelerswife,5,5,5,5,45366,Always excellent food and service:) our go to place!
174,TeresaH,5,5,5,5,45365,"Server was friendly, knowledgeable and professional."
175,angelamg72,5,5,5,5,45364,espresso martini's anyone? You all have my favorite - food was amazing as always.  Thank you!
176,Suzanne,5,5,5,5,45363,Service…food was outstanding…we eat in bar…bartended/ service made it a fun experience.
177,DaltonB,5,5,5,5,45361,All the food was fantastic. Very well timed courses as well. The crab risotto was insanely good and the basque cheesecake to end was great (although would recommend without the berry compote).
178,Walter,5,5,5,5,45360,"Everything that we ordered was excellent. The Bison raviolli would only get a 7.5 as they where a little dry and didn't have a fresh side.
On the other hand the ginochi and steak were the best I have ever had.
Steak tartar as appetizer was superb."
179,AlisaG,5,5,5,5,45360,"I usually dread dining in downtown Bellevue due to lack of service, especially at the hostess stand but was amazed at how friendly and polished the staff at Carmine’s was end to end. Thank you Carmine’s for making my daughter’s 18 birthday special."
180,Bill,5,5,5,5,45357,"Food was very good and appreciated the waitstaff, especially the wine person, Alfredo.  Very knowledgeable and was quick to decant our wine as requested."
181,OpenTable Diner,5,5,5,4,45354,Carmines was a great experience. My husband and I went for our anniversary and they were sure to acknowledge. The service was terrific!
182,ShawnS,5,5,5,5,45353,A wonderful experience every time. We love this place. The food is fantastic and the service is perfect.
183,OpenTable Diner,5,5,5,5,45351,A great celebration for a friend birthday and amazing atmosphere.
184,Fablok,5,5,5,5,45351,"We had a leisurely lunch that lasted two hours.  No one rushed us, and we got great service.  The antipasti platter was plenty for the four of us. We shared the delicious venison ravioli, and perfectly cooked scallops that were on the special menu.  We got two desserts to share. The bread pudding was warm, not too heavy, and paired with some delicious ice cream.  My favorite though was the Meyer lemon tart.  A perfect end to a lovely meal."
185,JimP,5,5,5,5,45350,"Our server Cat was amazingly professional and fun. The food, as always, was to die for. Love this restaurant!"
186,OpenTable Diner,5,5,5,4,45346,"Great service from hostess to manager to waiter.    Food was equally as good from appetizers to salads to main course and also the desert and coffee and after dinner drink.  Wine selection was very good as was the cocktail selection.  Overall, we had a great evening and a memorable experience for our anniversary.  Tank you for treating us so well."
187,OpenTable Diner,5,5,5,3,45346,Great food and service! My favorite Italian place in town.
188,Foodie168,5,5,5,5,45346,Charcuterie and formaggi was delicious for both of us. Carpaccio is my new favorite; it has a rich tomato broth with lots of seafood. Very energizing. Husband had cannelloni and he enjoyed it too.
189,Patio,5,5,5,5,45345,Everything was amazing!! Including our wonderful waiter. All the staff was friendly and helpful! Our favorite restaurant!
190,MaryM,5,5,5,5,45345,"Wonderful lunch experience! Food, service and ambiance perfect as always."
191,Professor,5,5,5,5,45343,"As usual, Carmines was everything you would want in a high quality dinner out on the town: excellent food, special recipes, fresh, best waiter we have ever had anywhere, comfortable and beautiful.  Loved it.
Professor William Oltman"
192,OpenTable Diner,5,5,5,5,45340,"Great customer service. We were seated immediately at our table had incredible service, our waitress was fantastic and we had a delicious meal. it’s been a while since I’ve been to Carmines, but it was well worth the wait. We will definitely be returning."
193,VerityC,5,4,5,5,45340,Customer service was amazing. We went for our anniversary and were gifted and cute card and dessert. Our waiter also went above and beyond and rearranged our table to take pictures of us. Food was great but with a little more spice/seasoning it would have been even better!
194,YugiG,5,5,5,5,45339,"Value for money! It was my boyfriend’s birthday, our table had a little happy birthday card. The service was amazing."
195,gmhd,5,5,5,5,45339,Wow - Everything was divine.  Our server Matthew is the ultimate professional taking care of every dining need in short fashion.  He made restaurant dining a delightfully personal experience for us.  The food was delicious - the atmosphere relaxing - the evening - perfect!
196,KristinWP,5,5,5,5,45339,"Family night out to celebrate a grandfather’s birthday was so fun here! I have nothing other than rave reviews for the food, the wine list, the dessert menu, and even our server, Alex. I’m happy we had 5pm reservations to keep the noise at a minimum."
197,heidic,3,3,5,3,45338,"We love this restaurant however this time one of our dinners was sub par. The ravioli with boar. Tough and the sauce overpowered the pasta 

Don’t think the picked beans do anything for the grilled romaine. Tasteless Extra cherry tomatoes are more of a complement 

Good service as always. Extremely noisy"
198,OpenTable Diner,5,5,5,5,45338,Kat our waitress was amazing!  Good and ambiance exceptional!
199,Ccrab,5,5,5,5,45338,"Excellent, classic Great Service, (which is super-rare nowdays).... All food exceeds expectations!  Rare to find a high-end lunch spot , great for happy hour or dinner as well...Thank you for being here."
200,michaelm,5,5,4,4,45337,"always great food !
a bit noisy , but OK
very friendly staff , nice service"
201,OpenTable Diner,5,5,5,5,45336,"Miriam was so kind, attentive and had incredible knowledge about the menu. The food was amazing and we loved the wine selection room. We will definitely be back!"
202,BillyH,5,5,5,5,45335,Delicious as always.  Superb service and a great place to have a business meeting or birthday!
