Name,Overall_Rating,Food_Rating,Service_Rating,Ambience_Rating,Dined_Date,Reviews
TeresaH,5,5,5,5,2024-03-14,"Server was friendly, knowledgeable and professional."
angelamg72,5,5,5,5,2024-03-13,espresso martini's anyone? You all have my favorite - food was amazing as always.  Thank you!
Suzanne,5,5,5,5,2024-03-12,Service…food was outstanding…we eat in bar…bartended/ service made it a fun experience.
DaltonB,5,5,5,5,2024-03-10,All the food was fantastic. Very well timed courses as well. The crab risotto was insanely good and the basque cheesecake to end was great (although would recommend without the berry compote).
Walter,5,5,5,5,2024-03-09,"Everything that we ordered was excellent. The Bison raviolli would only get a 7.5 as they where a little dry and didn't have a fresh side.
On the other hand the ginochi and steak were the best I have ever had.
Steak tartar as appetizer was superb."
AlisaG,5,5,5,5,2024-03-09,"I usually dread dining in downtown Bellevue due to lack of service, especially at the hostess stand but was amazed at how friendly and polished the staff at Carmine’s was end to end. Thank you Carmine’s for making my daughter’s 18 birthday special."
Bill,5,5,5,5,2024-03-06,"Food was very good and appreciated the waitstaff, especially the wine person, Alfredo.  Very knowledgeable and was quick to decant our wine as requested."
OpenTable Diner,5,5,5,4,2024-03-03,Carmines was a great experience. My husband and I went for our anniversary and they were sure to acknowledge. The service was terrific!
ShawnS,5,5,5,5,2024-03-02,A wonderful experience every time. We love this place. The food is fantastic and the service is perfect.
OpenTable Diner,5,5,5,5,2024-02-29,A great celebration for a friend birthday and amazing atmosphere.
Fablok,5,5,5,5,2024-02-29,"We had a leisurely lunch that lasted two hours.  No one rushed us, and we got great service.  The antipasti platter was plenty for the four of us. We shared the delicious venison ravioli, and perfectly cooked scallops that were on the special menu.  We got two desserts to share. The bread pudding was warm, not too heavy, and paired with some delicious ice cream.  My favorite though was the Meyer lemon tart.  A perfect end to a lovely meal."
JimP,5,5,5,5,2024-02-28,"Our server Cat was amazingly professional and fun. The food, as always, was to die for. Love this restaurant!"
OpenTable Diner,5,5,5,4,2024-02-24,"Great service from hostess to manager to waiter.    Food was equally as good from appetizers to salads to main course and also the desert and coffee and after dinner drink.  Wine selection was very good as was the cocktail selection.  Overall, we had a great evening and a memorable experience for our anniversary.  Tank you for treating us so well."
OpenTable Diner,5,5,5,3,2024-02-24,Great food and service! My favorite Italian place in town.
Foodie168,5,5,5,5,2024-02-24,Charcuterie and formaggi was delicious for both of us. Carpaccio is my new favorite; it has a rich tomato broth with lots of seafood. Very energizing. Husband had cannelloni and he enjoyed it too.
Patio,5,5,5,5,2024-02-23,Everything was amazing!! Including our wonderful waiter. All the staff was friendly and helpful! Our favorite restaurant!
MaryM,5,5,5,5,2024-02-23,"Wonderful lunch experience! Food, service and ambiance perfect as always."
Professor,5,5,5,5,2024-02-21,"As usual, Carmines was everything you would want in a high quality dinner out on the town: excellent food, special recipes, fresh, best waiter we have ever had anywhere, comfortable and beautiful.  Loved it.
Professor William Oltman"
OpenTable Diner,5,5,5,5,2024-02-18,"Great customer service. We were seated immediately at our table had incredible service, our waitress was fantastic and we had a delicious meal. it’s been a while since I’ve been to Carmines, but it was well worth the wait. We will definitely be returning."
VerityC,5,4,5,5,2024-02-18,Customer service was amazing. We went for our anniversary and were gifted and cute card and dessert. Our waiter also went above and beyond and rearranged our table to take pictures of us. Food was great but with a little more spice/seasoning it would have been even better!
YugiG,5,5,5,5,2024-02-17,"Value for money! It was my boyfriend’s birthday, our table had a little happy birthday card. The service was amazing."
gmhd,5,5,5,5,2024-02-17,Wow - Everything was divine.  Our server Matthew is the ultimate professional taking care of every dining need in short fashion.  He made restaurant dining a delightfully personal experience for us.  The food was delicious - the atmosphere relaxing - the evening - perfect!
KristinWP,5,5,5,5,2024-02-17,"Family night out to celebrate a grandfather’s birthday was so fun here! I have nothing other than rave reviews for the food, the wine list, the dessert menu, and even our server, Alex. I’m happy we had 5pm reservations to keep the noise at a minimum."
heidic,3,3,5,3,2024-02-16,"We love this restaurant however this time one of our dinners was sub par. The ravioli with boar. Tough and the sauce overpowered the pasta 

Don’t think the picked beans do anything for the grilled romaine. Tasteless Extra cherry tomatoes are more of a complement 

Good service as always. Extremely noisy"
OpenTable Diner,5,5,5,5,2024-02-16,Kat our waitress was amazing!  Good and ambiance exceptional!
Ccrab,5,5,5,5,2024-02-16,"Excellent, classic Great Service, (which is super-rare nowdays).... All food exceeds expectations!  Rare to find a high-end lunch spot , great for happy hour or dinner as well...Thank you for being here."
michaelm,5,5,4,4,2024-02-15,"always great food !
a bit noisy , but OK
very friendly staff , nice service"
OpenTable Diner,5,5,5,5,2024-02-14,"Miriam was so kind, attentive and had incredible knowledge about the menu. The food was amazing and we loved the wine selection room. We will definitely be back!"
BillyH,5,5,5,5,2024-02-13,Delicious as always.  Superb service and a great place to have a business meeting or birthday!
GreaterSeattleGuest,5,5,5,5,2024-02-11,Wondering romantic dinner for Valentine’s Day weekend!
Angela,5,5,5,5,2024-02-10,I would recommend this place to anyone.  So delish!
SonjaC,5,5,5,5,2024-02-10,"Celebrated my 40th bday dinner at Carmine's Bellevue and it was beyond my expectations! Service and food couldn't have been any better! If you haven't been, I highly recommend."
JeffreyC,5,5,5,5,2024-02-10,Always great service at the bar and in the dining room. Great special occasion place
TimothyK,5,5,5,5,2024-02-10,"Was very good food and the servers were fantastic. Dress code isn’t necessarily followed, but still a good restaurant to dress nice than normal."
JannelM,5,5,5,5,2024-02-10,"It was our 50th. anniversary (wedding). Every thing was perfect. We waited in the bar until our table was ready. Bar tender was great. This being our first time here , every thing was perfect. We will definitely"
Ampetrin,4,5,5,5,2024-02-10,"Fabulous food, excellent service,  gorgeous place!"
OpenTable Diner,5,5,5,5,2024-02-09,Always my go to for a special celebration! Service is exceptional!
Robin,5,5,5,5,2024-02-06,Fabulous in every way!  Love the way you spoil your clients .
OpenTable Diner,5,5,5,5,2024-02-06,Fun family dining experience.  For was delicious and service was excellent
JillD,5,5,5,5,2024-02-06,It was our first time at Carmines and both food and service were out of this world!
AshleyB,5,5,5,5,2024-02-06,Always the best food. Have never had anything bad!
OpenTable Diner,3,3,4,4,2024-02-02,We were very disappointed in the food. Nothing we ordered was exceptional which is what we expected.
anahitap,5,5,5,5,2024-02-02,"Great place great food 
Best place for dates and family friends"
ErikK,5,5,5,5,2024-01-31,"Absolutely delicious and the service was impeccable. The Ossobuco was amazing, the bread tasty and the Chianti paired perfectly. Handing out biscotti at the end to have with our morning coffee extended the fun until the next morning."
BobbiC,5,5,5,5,2024-01-31,"Always a great meal, attentive service! Daniel was our exceptional waiter!"
GillianG,5,5,5,5,2024-01-30,We had a wonderful dinner here last night!!!   Pork chop was everyone’s favorite dish.  Cannoli Trio was special!!!
RazzleDazzle,4,5,5,5,2024-01-28,We  often frequent this restaurant & made our reservations months in advance to get a our favorite table for our birthday dinner. I called the day before to again secure our request and was told there was a private party & we could  not get our table or any table similar. I was upset & was told nothing could be done so I said due to anxiety we cannot do a table seated right near others along the window. That’s exactly where they put us. They completely ignored any of our seating requests. Food & waiter was excellent as always.
BigMeatNoWhammy,5,5,4,5,2024-01-27,Food always good. Service is pretty good.  Will be back at least 20 more times.
